id,title,release_date,budget,revenue,runtime,vote_average,vote_count,popularity,original_language,genres,production_companies,cast,director,producers,keywords,overview,roi,profit
70478,The Stewardesses,1969-07-25,100000,27000000,69.0,4.3,5,1.183892,en,['Comedy'],[],"['Christina Hart', 'Ronald South', 'William Condos', 'Anita de Moulin', 'Paula Erikson']",Al Silliman Jr.,[],"['female nudity', 'lesbian', 'erotic movie']","The Stewardesses is a 1969 Softcore 3-D film. Produced on a budget of just over $100,000, the film grossed over $27,000,000 (USD) in 1970 dollars, becoming the most profitable 3-D film ever released. This has now been passed by James Camerons Avatar.",269.0,26900000
35073,"The Beast from 20,000 Fathoms",1953-06-13,210000,5000000,80.0,6.7,41,2.043661,en,"['Adventure', 'Horror', 'Science Fiction']",['Jack Dietz Productions'],"['Paul Hubschmid', 'Paula Raymond', 'Cecil Kellaway', 'Kenneth Tobey', 'Donald Woods']",Eugène Lourié,['Jack Dietz'],"['monster', 'atomic bomb', 'lighthouse', 'arctic', 'rampage', 'stop motion', 'b movie', 'giant monster', 'dinosaur', 'new york city']","The Beast from 20,000 Fathoms is a 1953 science fiction film directed by Eugène Lourié and stars Paul Christian, Paula Raymond and Cecil Kellaway with visual effects by Ray Harryhausen. The film is about an atomic bomb test in the Arctic Circle that unfreezes a hibernating fictional dinosaur, a Rhedosaurus, that begins to wreak havoc in New York City.",22.80952380952381,4790000
9659,Mad Max,1979-04-12,400000,100000000,93.0,6.6,1213,33.142185,en,"['Adventure', 'Action', 'Thriller', 'Science Fiction']","['Kennedy Miller Productions', 'Mad Max Films', 'Crossroads']","['Mel Gibson', 'Joanne Samuel', 'Hugh Keays-Byrne', 'Steve Bisley', 'Tim Burns']",George Miller,['Byron Kennedy'],"['chain', 'baby', 'bridge', 'post-apocalyptic', 'dystopia', 'matter of life and death', 'benzine', 'biker', 'partner', 'truck']","In a dystopian future Australia, a vicious biker gang murders a cop's family, and makes his fight with them personal.",249.0,99600000
10218,Swingers,1996-10-18,200000,4505922,94.0,6.8,253,13.971674,en,"['Comedy', 'Romance']","['Miramax Films', 'Independent Pictures (II)', 'The Alfred Shay Company Inc.']","['Jon Favreau', 'Vince Vaughn', 'Ron Livingston', 'Patrick Van Horn', 'Alex Désert']",Doug Liman,['Victor Simpkins'],"['independent film', 'stuffed animal', 'hollywood', 'drink', 'swinger', 'producer', 'following someone', 'name calling', 'aspiring actor', 'actor']","This is a story about Mike, a guy who left his girl in New York when he came to LA to be a star. It's been six months since his girlfriend left him and he's not doing so good. So, his pal and some other friends try and get him back in the social scene and forget about his 6 year relationship.",21.52961,4305922
391,A Fistful of Dollars,1964-09-12,200000,14500000,99.0,7.6,883,38.771062,it,['Western'],"['United Artists', 'Constantin Film Produktion', 'Jolly Film']","['Clint Eastwood', 'Marianne Koch', 'Gian Maria Volonté', 'Wolfgang Lukschy', 'José Calvo']",Sergio Leone,"['Arrigo Colombo', 'Giorgio Papi']","['gang war', 'victim of murder', 'greed', 'hostility', 'spaghetti western']","The Man With No Name enters the Mexican village of San Miguel in the midst of a power struggle among the three Rojo brothers and sheriff John Baxter. When a regiment of Mexican soldiers bearing gold intended to pay for new weapons is waylaid by the Rojo brothers, the stranger inserts himself into the middle of the long-simmering battle, selling false information to both sides for his own benefit.",71.5,14300000
43595,She Done Him Wrong,1933-02-09,200000,2200000,66.0,5.1,27,0.622752,en,['Comedy'],['Paramount Pictures'],"['Mae West', 'Cary Grant', 'Owen Moore', 'Gilbert Roland', 'Noah Beery']",Lowell Sherman,[],"['singer', 'night club owner']","New York singer and nightclub owner Lady Lou has more men friends than you can imagine. Unfortunately one of them is a vicious criminal who's escaped and is on the way to see ""his"" girl, not realising she hasn't exactly been faithful in his absence. Help is at hand in the form of young Captain Cummings a local temperance league leader though.",10.0,2000000
194588,Short Cut to Nirvana: Kumbh Mela,2004-05-11,0,0,85.0,0.0,0,0.004998,en,[],[],[],,[],[],"Every 12 years over 70 million pilgrims gather at the meeting of India's holiest rivers, the Ganges and the Yamuna, for a spectacular spiritual festival: the Kumbh Mela. This documentary takes a voyage of discovery through this colorful event through the eyes of several Westerners and an ebullient young Hindu monk, Swami Krishnanand. Featuring encounters with some of India's most respected holy men and exclusive footage of His Holiness the Dalai Lama.",,0
54897,The Grace Card,2011-02-25,200000,2295733,101.0,6.5,10,0.616283,en,['Drama'],['GraceWorks Pictures'],"['Michael Joiner', 'Michael Higgenbottom', 'Louis Gossett, Jr.', 'Cindy Hodge']",David Evans ,[],"[""family's daily life"", 'bible', 'platonic love', 'hope', 'church service', 'death of a friend', 'police everyday life']","Everything can change in an instant ... and take a lifetime to unravel. When Mac McDonald loses his son in an accident, the ensuing 17 years of bitterness and pain erodes his love for his family and leaves him angry with God ... and just about everyone else. Mac's rage stonewalls his career in the police department and makes for a combustible situation when he's partnered with Sam Wright, a rising star on the force who happens to be a part-time pastor and a loving family man. Can they somehow join forces to help one another when it's impossible for either of them to look past their differences-especially the most obvious one? Every day, we have the opportunity to rebuild relationships and heal deep wounds by extending and receiving God's grace. Offer THE GRACE CARD ... and never underestimate the power of God's love.",10.478665,2095733
83588,Middle of Nowhere,2012-10-12,0,0,101.0,6.6,7,2.836537,en,['Drama'],[],"['David Oyelowo', 'Maya Gilbert', 'Sharon Lawrence', 'Emayatzy Corinealdi', 'Dondre Whitfield']",Ava DuVernay,"['Ava DuVernay', 'Paul Garnes']","['prison', 'woman director']",'Middle of Nowhere' follows a woman named Ruby who lost her husband to incarceration and lost herself in the process.,,0
53256,Three,2010-12-23,0,2611555,119.0,6.3,31,5.937602,de,"['Romance', 'Drama', 'Comedy']","['X-Filme Creative Pool', 'ARTE', 'Westdeutscher Rundfunk (WDR)']","['Sophie Rois', 'Sebastian Schipper', 'Devid Striesow', 'Annedore Kleist', 'Alexander Hörbe']",Tom Tykwer,[],"['sex', 'bisexual', 'science']","Hanna and Simon are in a 20 year marriage with an unexiting relationship. By chance, they both meet and start separate affairs with Adam. Adam has no idea that his two lovers are married, until they are all found out when Hanna becomes pregnant, with the natural doubts stemming from their situation.",,2611555
40920,The Business of Fancydancing,2002-01-14,200000,0,103.0,8.0,2,0.06104,en,"['Music', 'Drama']",['FallsApart Productions'],"['Evan Adams', 'Michelle St. John', 'Gene Tagaban', 'Swil Kanim', 'Rebecca Carroll']",Sherman Alexie,['Larry Estes'],['independent film'],"Seymour Polatkin is a successful, gay Indian poet from Spokane who confronts his past when he returns to his childhood home on the reservation to attend the funeral of a dear friend.",-1.0,-200000
287815,Call + Response,2008-10-10,0,0,86.0,8.0,1,0.062089,en,['Documentary'],[],[],Justin Dillon,[],[],"Call + Response is a first of its kind feature documentary film that reveals the world’s 27 million dirtiest secrets: there are more slaves today than ever before in human history. Call + Response goes deep undercover where slavery is thriving from the child brothels of Cambodia to the slave brick kilns of rural India to reveal that in 2007, Slave Traders made more money than Google, Nike and Starbucks combined. Luminaries on the issue and many other prominent political and cultural figures offer first hand account of this 21st century trade. Performances from Grammy-winning and critically acclaimed artists move this chilling information into inspiration for stopping it. Music is part of the movement against human slavery. Dr. Cornel West connects the music of the American slave fields to the popular music we listen to today, and offers this connection as a rallying cry for the modern abolitionist movement currently brewing.",,0
54702,Malevolence,2004-09-10,450000,0,90.0,4.9,14,1.077321,en,"['Crime', 'Horror', 'Thriller']",[],"['Samantha Dark', 'Heather Magee', 'Richard Glover', 'R. Brandon Johnson']",Stevan Mena,[],"['hostage', 'psychopath', 'abandoned house', 'serial killer', 'slasher', 'desolate', 'farmland', 'country', 'isolated']","It's ten years after the kidnapping of Martin Bristol. Taken from a backyard swing at his home at the age of six, he is forced to witness unspeakable crimes of a deranged madman. For years, Martin's whereabouts have remained a mystery...until now.",-1.0,-450000
176074,Reality Show,2015-01-01,0,0,92.0,5.5,2,0.472123,en,[],"['Campbell Grobman Films', 'Blump International Films']","['Adam Rifkin', 'Kelley Menighan Hensley', 'Kendra Sue Waldman', 'Scott Anderson']",Adam Rifkin,[],"['wife husband relationship', 'reality', 'reality tv', 'reality spoof']","The Warwick family are unknowingly being filmed for a new reality show. Problem is, they're boring. So the producer must add conflict and drama to their lives. Their lives begin to unravel with shocking consequences.",,0
69270,Super Hybrid,2010-01-01,13000000,0,95.0,4.6,24,4.009379,en,['Horror'],"['TADORA Filmproduktions', 'Stallion Media', 'Studio 407']","['Shannon Beckner', 'Oded Fehr', 'Ryan Kennedy', 'Adrien Dorval', 'Duncan Fisher']",Eric Valette,[],[],"Late one night, a mysterious car is brought into the Chicago police impound garage after a deadly traffic accident. The on-call mechanics soon discover the car has a mind of its own. With hundreds of horsepower and two tons of reinforced steel at its command, it's a seemingly unstoppable killing machine capable of outrunning -- and outwitting -- humans.",-1.0,-13000000
5759,Baghead,2008-01-21,0,0,84.0,5.8,23,3.299345,en,"['Drama', 'Comedy', 'Horror']",['Duplass Brothers Productions'],"['Ross Partridge', 'Steve Zissis', 'Greta Gerwig', 'Elise Muller', 'Jett Garner']",Jay Duplass,"['Jay Duplass', 'Mark Duplass']","['mumblecore', 'mumblegore']","Four actors go to a cabin in the woods to write, direct, and act in a film that will jump-start their careers. Their idea is a horror film about a man with a bag over his head, but what happens when that man mysteriously shows up?",,0
402515,American Beast,2014-10-21,0,0,89.0,0.0,0,0.018716,pt,['Horror'],['Gravitas Ventures'],"['Armin Habibovich', 'Victoria Lachelle', 'Livingston Oden', 'Taylor Scott Olson']",Livingston Oden,[],"['terror', 'horror', 'fear', 'wood', 'grove', 'bosque']","After finding an old storage locker filled with his family's history, James Erikson begins a journey to discover the truth behind a mysterious piece of land in the small town of Solitude.",,0
126141,The Case of the Grinning Cat,2004-12-05,0,0,59.0,7.7,3,0.092562,en,['Documentary'],['Les Films du Jeudi'],[],Chris Marker,[],[],Paris 2002. Yellow cats appear on the walls. Chris Marker is looking for these mysterious cats and captures with his camera the political and international events of these last two years (war in Iraq...).,,0
48035,Ordet,1955-01-09,0,0,126.0,7.8,65,3.225189,da,['Drama'],['Palladium Film'],"['Birgitte Federspiel', 'Preben Lerdorff Rye', 'Henrik Malberg', 'Emil Hass Christensen', 'Ejner Federspiel']",Carl Theodor Dreyer,"['Carl Theodor Dreyer', 'Tage Nielsen']","['faith', 'independent film', 'religion', 'religious fundamentalist', 'pregnant wife']","How do we understand faith and prayer, and what of miracles? August 1925 on a Danish farm. Patriarch Borgan has three sons: Mikkel, a good-hearted agnostic whose wife Inger is pregnant, Johannes, who believes he is Jesus, and Anders, young, slight, in love with the tailor's daughter. The fundamentalist sect of the girl's father is anathema to Borgan's traditional Lutheranism; he opposes the marriage until the tailor forbids it, then Borgan's pride demands that it happen. Unexpectedly, Inger, who is the family's sweetness and light, has problems with her pregnancy. The rational doctor arrives, and a long night brings sharp focus to at least four views of faith.",,0
14758,Good Dick,2008-10-03,0,0,86.0,6.1,34,1.948435,en,"['Comedy', 'Drama', 'Romance']","['Good Dick', 'Morning Knight', 'Present Pictures']","['Marianna Palka', 'Jason Ritter', 'Eric Edelstein', 'Martin Starr', 'Mark Webber']",Marianna Palka,"['Jason Ritter', 'Marianna Palka']","['sexuality', 'roommate', 'misfit', 'independent film', 'relationship', 'woman director']","A fidgety, wisecracking video store clerk develops a fixation on a particularly reclusive customer, a frequent visitor to the pornography section of Cinefile, the video store where he works in Los Angeles. After multiple failures to impress her during their brief daily transactions, he finds her street address in the store's database, drives to her apartment building and initiates an unconventional campaign to win her affections.",,0
13363,The Man from Earth,2007-06-10,0,0,87.0,7.7,687,31.339015,en,"['Science Fiction', 'Drama']",['Falling Sky Entertainment'],"['David Lee Smith', 'Tony Todd', 'John Billingsley', 'Ellen Crawford', 'Annika Peterson']",Richard Schenkman,"['Richard Schenkman', 'Eric D. Wilkinson']","['philosophy', 'secret', 'birthday', 'professor', 'psychology', 'bible', 'time', 'legend', 'immortality', 'history']","An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he never ages and has walked the earth for 14,000 years.",,0
37985,The Trials Of Darryl Hunt,2007-06-15,0,0,106.0,6.8,4,0.15066,en,['Documentary'],[],[],Ricki Stern,[],['woman director'],"""The Trials of Darryl Hunt"" is a feature documentary about a brutal rape/murder case and a wrongly convicted man, Darryl Hunt, who spent nearly twenty years in prison for a crime he did not commit. Both a social justice story and a personally driven narrative, the film chronicles this capital case from 1984 through 2004. With exclusive footage from two decades, the film frames the judicial and emotional response to a chilling crime - and the implications that reverberate from Hunt's conviction - against a backdrop of class and racial bias in the South and in the American criminal justice system.",,0
25786,Samantha: An American Girl Holiday,2004-11-23,0,0,86.0,4.6,9,4.980585,en,"['Drama', 'Family']",[],"['Mia Farrow', 'AnnaSophia Robb', 'Olivia Ballantyne', 'Kelsey Lewis', 'Jordan Bridges']",Nadia Tass,[],[],"Kindhearted Samantha Parkington's world starts to change the day Nellie O'Malley walks into her life. Nellie, her father, and her two little sisters have moved in next door to be servants for the Ryland family. Though they come from completely different backgrounds, Samantha and Nellie become fast friends. The girls turn to each other in happiness and sorrow, adventure and danger.",,0
36549,Yesterday Was a Lie,2008-01-01,0,0,89.0,6.0,4,0.145014,en,"['Drama', 'Mystery', 'Science Fiction', 'Thriller']",[],"['Chase Masterson', 'John Newton', 'Kipleigh Brown', 'Mik Scriba', 'Nathan Mobley']",James Kerwin,[],['independent film'],"Hoyle a girl with a sharp mind and a weakness for bourbon -- finds herself on the trail of a reclusive genius. But her work takes a series of unforeseen twists as events around her grow increasingly fragmented... disconnected... surreal. With an ethereal lounge singer and her loyal partner as her only allies, Hoyle is plunged into a dark world of intrigue and earth-shattering cosmological secrets. Haunted by an ever-present shadow whom she is destined to face, Hoyle discovers that the most powerful force in the universe -- the power to bend reality, the power to know the truth -- lies within the depths of the human heart.",,0
361398,Theresa Is a Mother,2015-09-25,0,0,105.0,0.0,0,0.036532,en,"['Music', 'Comedy', 'Drama']","['Garden Thieves Pictures', 'A May Sky Picture Entertainment']","['Edie McClurg', 'C. Fraser Press', 'Richard Poe', 'Robert Turano', 'Matthew Gumley']",Darren Press,[],[],"Singer/songwriter and single mother Theresa McDermott has finally hit the end of the line in NYC. Unable to make ends meet, she is forced to pack up her life and her 3 girls and move back to the small town and parents she ran from a decade ago. Teresa needs a job, her parents need their space and a family tragedy that was never dealt with from years past needs closure. Old wounds, unattainable dreams and a few other things expose themselves as a fractured family works to become whole and a single mom, a responsible mother.",,0
289180,H.,2014-08-28,0,0,93.0,6.5,4,1.045623,en,"['Thriller', 'Drama', 'Science Fiction']",[],"['Robin Bartlett', 'Rebecca Dayan', 'Will Janowitz', 'Julian Gamble']",Rania Attieh,[],['woman director'],"H. is a modern interpretation of a classic Greek tragedy in which two women, each named Helen, live out their mirrored lives of one another in the town of Troy, NY.  The first Helen is in her 60s, lives with her husband Roy, and takes care of a small, extremely lifelike baby doll called a “Reborn Doll,” which she cares for as a living baby.  The second Helen is in her 30s, has a successful art career with her partner Alex, and is four months pregnant.  One night, something falls out of the sky and explodes over the town. In the aftermath of this event, bizarre and unexplainable things begin to happen.  Many people in the town go missing—Helen’s husband being one of them—and unnatural cloud formations begin appearing in the sky.  Meanwhile, the two Helens find themselves, and their lives spinning out of control.",,0
288927,Archaeology of a Woman,2014-09-12,0,0,94.0,0.0,0,0.254659,en,['Drama'],[],"['Sally Kirkland', 'Victoria Clark', 'James Murtaugh', 'Karl Geary', 'Mary Testa']",Sharon Greytak,"['Sharon Greytak', 'Troy Cashatt']",['woman director'],A woman's dementia uncovers secrets of a 30-year-old crime as her daughter struggles to deal with the fallout,,0
21334,Children of Heaven,1997-08-01,180000,900000,89.0,7.8,112,7.072118,fa,"['Drama', 'Comedy', 'Family']",['The Institute for the Intellectual Development of Children & Young Adults'],"['Mohammad Amir Naji', 'Amir Farrokh Hashemian', 'Bahare Seddiqi']",Majid Majidi,[],"['brother sister relationship', 'class', 'foot race']","Zohre's shoes are gone; her older brother Ali lost them. They are poor, there are no shoes for Zohre until they come up with an idea: they will share one pair of shoes, Ali's. School awaits...",4.0,720000
79120,Weekend,2011-09-22,8000,469947,96.0,7.4,163,1.041254,en,"['Drama', 'Romance']","['EM Media', 'The Bureau', 'Glendale Picture Company']","['Tom Cullen', 'Chris New', 'Jonathan Race', 'Laura Freeman', 'Loreto Murray']",Andrew Haigh,[],"['gay', 'great britain', 'one-night stand', 'independent film', 'gay relationship']","After a drunken house party with his straight mates, Russell heads out to a gay club. Just before closing time he picks up Glen but what's expected to be just a one-night stand becomes something else, something special.",57.743375,461947
27995,She's Gotta Have It,1986-08-08,0,0,84.0,6.1,25,6.722213,en,"['Comedy', 'Romance']",['40 Acres & A Mule Filmworks'],"['Tracy Camilla Johns', 'Tommy Redmond Hicks', 'John Canada Terrell', 'Spike Lee', 'Raye Dowell']",Spike Lee,['Spike Lee'],"['independent film', 'lesbian']","The story of Nola Darling's simultaneous sexual relationships with three different men is told by her and by her partners and other friends. All three men wanted her to commit solely to them; Nola resists being ""owned"" by a single partner.",,0
253290,Butterfly Girl,2014-03-10,0,0,77.0,0.0,0,0.015189,en,['Documentary'],[],[],Cary Bell,"['Jessica Miller', 'Cary Bell']",['woman director'],"Abbie came of age in honky tonks, defying her life threatening disease, but all the while longing for an identity of her own. Now that she is 18, how much is she willing to sacrifice for her independence?",,0
344466,The World Is Mine,2015-06-05,0,0,104.0,0.0,0,0.327622,ro,['Drama'],[],"['Ana Maria Guran', 'Iulia Ciochina', 'Oana Rusu', 'Ana Vatamanu', 'Florin Hritcu']",Nicolae Constantin Tanase,"['Tudor Giurgiu', 'Radu Stancu']",[],"Larisa is 16 and lives in a city by the sea. It's a small city, where gossip and news spread fast. It's a city where your image and influence, ""manelele"", money and power are all that matters. And Larisa… wants it all. And even if she doesn't have it, she fights for it. Larisa believes in herself. She knows that she deserves better. She is convinced that it's worth doing everything it takes to fulfill her dreams. And for her courage and recklessness - we love her.",,0
55420,Another Earth,2011-07-22,100000,1776935,92.0,6.8,527,25.402697,en,"['Drama', 'Science Fiction']",['Artists Public Domain'],"['William Mapother', 'Brit Marling', 'Matthew-Lee Erlbach', 'DJ Flava', 'Meggan Lennon']",Mike Cahill,"['Mike Cahill', 'Hunter Gray']","['earth', 'tragedy', 'janitor', 'planet', 'duplicate', 'cosmology', 'ego', 'solar system']","On the night of the discovery of a duplicate Earth in the Solar system, an ambitious young student and an accomplished composer cross paths in a tragic accident.",16.76935,1676935
5822,Sweet Sweetback's Baadasssss Song,1971-04-23,150000,15200000,97.0,4.6,18,0.132878,en,"['Action', 'Drama', 'Romance']",['Yeah'],"['Simon Chuckster', 'Melvin Van Peebles', 'Hubert Scales', 'Mario Van Peebles', 'John Dullaghan']",Melvin Van Peebles,"['Jerry Gross', 'Melvin Van Peebles']","['mexico', 'black people', 'pimp', 'anti hero', 'black panthers', 'black panther', 'blaxploitation', 'unsimulated sex', 'los angeles']","After saving a Black Panther from some racist cops, a black male prostitute goes on the run from ""the man"" with the help of the ghetto community and some disillusioned Hells Angels.",100.33333333333333,15050000
408429,Perfect Cowboy,2014-07-13,200,0,109.0,5.0,1,0.050978,en,['Drama'],[],"['Ken Roht', 'Jeffrey Watkins', 'William Nicol', 'Sharon Bollum', 'Paul Sutherland']",Ken Roht,[],[],"Two gay fathers of a straight country western singers, all living in a rural community and playing music together. Jimmy Poole gets out of prison and kicks his step-son Mark out of the family's band.",-1.0,-200
39141,Tadpole,2002-11-01,150000,2891288,78.0,5.5,19,8.570328,en,"['Comedy', 'Drama', 'Romance']","['IFC Productions', 'InDigEnt (Independent Digital Entertainment)', 'Miramax']","['Aaron Stanford', 'Kate Mara', 'Bebe Neuwirth', 'John Ritter', 'Sigourney Weaver']",Gary Winick,"['Gary Winick', 'Alexis Alexanian']",['independent film'],"Beautiful, sophisticated women are all over Oscar Grubman. He is sensitive and compassionate, speaks French fluently, is passionate about Voltaire, and thinks the feature that tells the most about a woman is her hands. On the train home from Chauncey Academy for the Thanksgiving weekend, Oscar confides in his best friend that he has plans for this vacation--he will win the heart of his true love. But there is one major problem--Oscar's true love is his stepmother Eve. Oscar is certain that he could be a better mate to Eve than his work-obsessed father. He fails to win Eve's heart and is consequently dejected. Oscar's path to his true love is further crossed by Diane, Eve's best friend who, one night while wearing Eve's borrowed perfumed scarf, offers him temporary comfort in an unconventional tryst. For Diane, Oscar fills a void in her life. For Oscar, Diane is somewhat of a distraction, as his continued pursuit of Eve leads to an unexpected resolution.",18.275253333333332,2741288
5723,Once,2007-03-23,160000,20710513,85.0,7.3,453,19.052179,en,"['Drama', 'Music', 'Romance']","['Summit Entertainment', 'Samson Films', 'RTE']","['Glen Hansard', 'Markéta Irglová', 'Hugh Walsh', 'Gerard Hendrick', 'Alaistair Foley']",John Carney,['Martina Niland'],"['rock and roll', 'pop', 'irland', 'music style', ""love of one's life"", 'fascination', 'music lover', 'song', 'lovers', 'dublin']","A vacuum repairman moonlights as a street musician and hopes for his big break. One day a Czech immigrant, who earns a living selling flowers, approaches him with the news that she is also an aspiring singer-songwriter. The pair decide to collaborate, and the songs that they compose reflect the story of their blossoming love.",128.44070625,20550513
28666,The Woman Chaser,1999-10-08,0,0,90.0,4.9,4,0.619979,en,['Drama'],[],"['Patrick Warburton', 'Eugene Roche', 'Ron Morgan', 'Emily Newman', 'Paul Malevich']",Robinson Devor,[],"['charles willeford', 'used car salesman']",A 1950s used-car salesman (Patrick Warburton) wants to make a low-budget film about a trucker who accidentally runs down a child.,,0
30979,The Horse Boy,2009-11-25,0,0,93.0,5.5,2,0.465404,en,['Documentary'],[],"['Simon Baron-Cohen', 'Temple Grandin', 'Roy Richard Grinker', 'Rowan Isaacson', 'Rupert Isaacson']",Michel O. Scott,[],"['autism', 'independent film']","Filmmaker Michel Orion Scott captures a magical journey into a little-known world, in a documentary which chronicles Rupert Isaacson and Kristin Neff's personal odyssey to make sense of their child's autism, and find healing for him and themselves in the unlikeliest of places.",,0
50497,When the Lights Went Out,2012-01-31,0,0,86.0,5.8,49,2.805351,en,"['Thriller', 'Drama', 'Horror']",['Kintop Pictures'],"['Kate Ashfield', 'Jo Hartley', 'Martin Compston', 'Steven Waddington', 'Craig Parkinson']",Pat Holden,"['Deepak Nayar', 'Bil Bungay']","['newspaper', 'exorcism', 'poltergeist', 'priest', 'haunting', 'reporter', 'spirit', 'britain', 'father daughter relationship', 'seance']","Yorkshire, 1974, the Maynard family moves into their dream house. It's a dream that quickly descends into a panic stricken nightmare as the family discovers a horrifying truth, a truth that will make the history books. The house is already occupied by the most violent poltergeist ever documented, a poltergeist that will tear you from your bed as you sleep and drag you helplessly into the darkness.",,0
354624,Heroes of Dirt,2015-09-04,0,0,98.0,0.0,0,0.076647,en,"['Action', 'Drama']",['Blue Trail Entertainment'],"['Joel Moody', 'William Martinez', 'Vivienne VanHorn']",Eric Bugbee,[],['bmx'],"Passionate BMX dirt jumper, Phin Cooper, wants nothing in life but to attain fame in his sport. After missing a competition when he lands in jail for unpaid citations, he is court-ordered for community service and reluctantly mentors one of the toughest boys, Blue Espinosa. As Phin leads the troubled teen on exciting adventures of riding dirt trails, big jumps and cityscapes, Blue becomes more than an obligation - an unlikely friend whose secret world of drug trafficking threatens Phin's ultimate dream. Featuring some of the best stunts in dirt jumping by legendary pros and hardcore locals, Heroes of Dirt is more than adrenaline rush. It embarks on an unforgettable journey into real significance, and the price it takes to get there.",,0
13187,A Charlie Brown Christmas,1965-12-09,0,0,25.0,7.5,153,8.701183,en,"['Animation', 'Family', 'Comedy', 'TV Movie']",['Warner Bros. Home Video'],"['Ann Altieri', 'Chris Doran', 'Sally Dryer', 'Bill Melendez', 'Karen Mendelson']",Bill Melendez,[],"['holiday', 'christmas']","When Charlie Brown complains about the overwhelming materialism that he sees amongst everyone during the Christmas season, Lucy suggests that he become director of the school Christmas pageant. Charlie Brown accepts, but is a frustrating struggle. When an attempt to restore the proper spirit with a forlorn little fir Christmas tree fails, he needs Linus' help to learn the meaning of Christmas.",,0
335244,Antarctic Edge: 70° South,2015-04-17,0,0,72.0,0.0,0,0.021392,en,['Documentary'],[],[],Dena Seidel,[],['woman director'],"In 2014, scientists declared West Antarctic ice sheet melt unstoppable, threatening the future of our planet. A group of world-class researchers is in a race to understand climate change in the fastest winter-warming place on earth: the West Antarctic Peninsula. Trekking through dangerous and uncharted landscape, these scientists push the limits of their research and come to terms with the sacrifices necessary to understand this rapidly changing world.",,0
178862,Aroused,2013-02-20,0,0,73.0,7.2,11,2.557258,en,['Documentary'],['Cherry On Top'],"['Lisa Ann', 'Kayden Kross', 'Belladonna', 'Katsuni', 'Teagan Presley']",Deborah Anderson,"['Deborah Anderson', 'Christopher Gallo']","['pornography', 'interview', 'biography', 'photography', 'porno star', 'fashion', 'woman director']","Get up close and personal with 16 of the most successful women in the adult film industry as they shed their clothes for an intimate photo shoot with director Deborah Anderson. As questions are asked, personal stories about their lives are revealed, from why they chose the business of sex to how they got into it in the first place. These porn stars have always been discreet about their private lives in the past, yet Anderson has a way of opening up a dialog allowing them to share more than just their naked skin on screen. Their true inner vulnerability is touching, yet the characters they have created are confident and intoxicating. Once you hear their stories, you'll never look at them in the same way again.",,0
331745,Top Spin,2014-11-15,0,0,80.0,6.8,6,0.523122,en,['Documentary'],[],[],Sara Newens,[],"['competition', 'ping pong', 'documentary', 'woman director']",Three teenagers' quest to qualify for the 2012 US Olympic table tennis team.,,0
1779,Roger & Me,1989-09-01,160000,6706368,91.0,7.4,90,3.284903,en,"['Documentary', 'History']","['Warner Bros.', 'Dog Eat Dog Films']","['Michael Moore', 'Roger B. Smith', 'Rhonda Britton', 'Fred Ross']",Michael Moore,['Michael Moore'],"['capitalism', 'economics', 'unemployment', 'corporate greed']","A documentary about the closure of General Motors' plant at Flint, Michigan, which resulted in the loss of 30,000 jobs. Details the attempts of filmmaker Michael Moore to get an interview with GM CEO Roger Smith.",40.9148,6546368
282128,An American in Hollywood,2014-07-18,0,0,89.0,0.0,0,0.015697,en,[],[],"['J.D. Williams', 'Hassan Johnson', 'Anil Raman', 'Richard Carroll Jr.', 'Richard Carroll Jr.']",Sai Varadan,[],[],"A talented young filmmaker from New York sets off to Los Angeles in pursuit of the Hollywood dream, only to discover through his relationship with a beautiful feisty young actress, that Hollywood is not all that it seems.",,0
86812,Sound of My Voice,2011-01-22,0,0,85.0,6.3,108,6.192383,en,"['Science Fiction', 'Drama', 'Mystery']",['Skyscraper Films'],"['Brit Marling', 'Christopher Denham', 'Nicole Vicius', 'Davenia McFadden', 'Kandice Stroh']",Zal Batmanglij,['Brit Marling'],"['journalist', 'independent film', 'hand clapping game', 'cult leader']",A journalist and his girlfriend get pulled in while they investigate a cult whose leader claims to be from the future.,,0
38786,The Blood of My Brother: A Story of Death in Iraq,2005-11-25,0,0,90.0,0.0,0,0.005256,en,[],[],[],,[],[],"THE BLOOD OF MY BROTHER goes behind the scenes of one Iraqi family's struggle to survive amidst the carnage of the growing Shia insurgency. Nineteen-year-old Ibrahim dreams of revenge when his brother is shot and killed by an American patrol. With scenes of fighting and death on the streets of Baghdad, this is the closest most viewers will ever come to being in Iraq; kneeling in prayer amidst a thousand Muslim worshipers, feeling the roar of low-flying Apaches, riding atop a sixty-ton tank, driving with masked resistance fighters to attack American positions, fleeing the threat of an overwhelming response, the blood in the street, a tank on fire, or the cold, distant stare of a dead Iraqi fighter. Written by Andrew Berends.",,0
